Reaction,hasRBP,reactionType
R08590,0,7.0
R03169,1,4.0
R04951,1,0.0
R02724,0,4.0
R11166,0,0.0
R07517,0,4.0
R12658,0,4.0
R05407,0,4.0
R11337,1,4.0
R07117,0,7.0
R02961,0,5.0
R06494,0,5.0
R05975,0,5.0
R01515,0,0.0
R11379,0,5.0
R07767,0,5.0
R00187,1,0.0
R07760,1,3.0
R08054,0,7.0
R03629,0,4.0
R09173,0,7.0
R06732,0,7.0
R04293,0,7.0
R06288,0,7.0
R08819,0,5.0
R04378,1,5.0
R02331,1,5.0
R11671,0,7.0
R05107,0,7.0
R01178,1,4.0
R11758,0,7.0
R01127,1,0.0
R00887,0,5.0
R02640,0,4.0
R04832,0,4.0
R01951,1,5.0
R11553,1,5.0
R01836,1,4.0
R06644,0,5.0
R03616,0,0.0
R00058,0,4.0
R05670,0,5.0
R02556,0,0.0
R08814,0,5.0
R00076,0,5.0
R08366,0,5.0
R05196,1,5.0
R05852,0,7.0
R04968,1,5.0
R00111,0,4.0
R04810,0,4.0
R03489,0,5.0
R00188,0,0.0
R05682,0,4.0
R03218,1,4.0
R03970,1,5.0
R04761,0,4.0
R04622,0,7.0
R08988,0,7.0
R00085,0,0.0
R05913,0,5.0
R02621,0,0.0
R12496,1,5.0
R03920,1,5.0
R03915,1,4.0
R04693,0,4.0
R09222,0,0.0
R00959,1,1.0
R00731,0,4.0
R00442,1,5.0
R01956,1,5.0
R03659,1,2.0
R04120,0,4.0
R05252,0,4.0
R02173,0,4.0
R10415,0,4.0
R07458,0,4.0
R08685,0,4.0
R09877,1,0.0
R02940,1,4.0
R05974,0,5.0
R09315,0,5.0
R07783,0,7.0
R10483,0,7.0
R05228,0,7.0
R09415,0,7.0
R04385,1,2.0
R08681,0,1.0
R04085,0,4.0
R06156,0,5.0
R09114,0,7.0
R11994,0,5.0
R07287,0,5.0
R07831,0,0.0
R03916,1,5.0
R02836,0,4.0
R08527,0,4.0
R00342,1,4.0
R06347,0,4.0
R07431,0,4.0
R09227,0,4.0
R01837,0,4.0
R00767,1,5.0
R01057,1,1.0
R05907,1,5.0
R05394,0,1.0
R05484,0,7.0
R09263,0,4.0
R04887,0,5.0
R12173,1,4.0
R09520,1,4.0
R08747,0,5.0
R02183,1,5.0
R05056,0,7.0
R11419,0,7.0
R08924,0,2.0
R06475,0,7.0
R10752,0,0.0
R04747,1,5.0
R07149,1,4.0
R08145,0,7.0
R05010,0,7.0
R07096,0,7.0
R05914,0,5.0
R04662,0,5.0
R05322,0,7.0
R06773,0,7.0
R09367,0,7.0
R04875,0,7.0
R12714,0,
R06912,0,1.0
R03798,0,7.0
R08420,0,7.0
R11669,0,7.0
R04866,1,5.0
R08968,0,5.0
R05105,0,5.0
R08836,0,4.0
R02661,1,4.0
R11286,0,1.0
R08026,0,7.0
R04062,0,5.0
R07953,1,5.0
R05001,0,7.0
R02059,0,0.0
R08517,0,4.0
R09996,0,7.0
R08325,0,4.0
R12657,0,5.0
R07903,0,5.0
R10012,0,4.0
R01092,1,5.0
R12049,0,5.0
R10701,0,0.0
R11098,1,0.0
R11370,0,2.0
R00503,0,5.0
R02699,0,2.0
R04007,1,4.0
R03938,0,7.0
R10886,0,7.0
R11066,0,7.0
R00577,0,5.0
R10353,0,7.0
R05995,0,5.0
R05856,0,7.0
R11953,1,5.0
R03777,1,4.0
R10993,1,2.0
R09333,0,7.0
R11093,0,7.0
R00124,1,5.0
R00760,1,5.0
R08242,0,5.0
R04545,0,5.0
R04941,1,3.0
R07342,1,0.0
R08690,0,7.0
R08138,0,4.0
R03238,1,5.0
R04223,0,3.0
R07336,0,5.0
R04263,0,4.0
R08591,0,7.0
R00157,1,5.0
R01814,0,4.0
R05111,0,5.0
R09382,1,5.0
R04826,0,4.0
R12114,0,0.0
R03434,0,0.0
R00371,0,5.0
R08278,0,7.0
R05556,1,5.0
R07761,1,4.0
R10057,1,4.0
R08090,0,3.0
R03850,0,4.0
R07890,1,4.0
R05824,0,7.0
R07010,0,7.0
R11684,0,7.0
R12463,1,4.0
R02300,0,5.0
R05539,0,7.0
R00506,0,5.0
R03866,0,4.0
R10382,0,7.0
R05477,0,7.0
R03172,1,4.0
R12439,0,5.0
R11198,0,4.0
R01804,0,5.0
R01321,1,5.0
R07113,1,5.0
R02433,1,5.0
R08029,0,7.0
R09312,0,7.0
R04353,0,5.0
R04879,0,7.0
R08123,0,4.0
R08348,0,4.0
R09141,0,4.0
R09418,0,4.0
R08350,0,0.0
R11573,0,7.0
R11754,0,7.0
R02586,0,5.0
R01339,0,7.0
R08519,0,7.0
R02327,0,5.0
R03203,0,4.0
R00178,0,3.0
R06525,0,4.0
R09854,0,7.0
R02950,0,4.0
R04250,0,7.0
R08079,0,7.0
R11295,0,7.0
R11362,0,7.0
R12201,0,0.0
R04891,0,4.0
R01962,0,4.0
R07708,0,7.0
R00475,0,4.0
R03427,0,0.0
R11238,0,7.0
R12702,0,7.0
R01808,0,5.0
R08381,1,5.0
R03058,0,4.0
R01103,1,0.0
R01702,1,4.0
R07769,0,5.0
R06075,0,5.0
R09464,0,0.0
R02219,0,4.0
R00236,1,2.0
R08316,0,7.0
R08500,0,7.0
R04646,0,7.0
R07008,0,7.0
R03933,0,4.0
R00689,0,4.0
R02748,1,5.0
R08876,0,7.0
R09274,0,7.0
R05382,0,3.0
R08683,0,5.0
R00316,1,2.0
R08068,0,7.0
R02528,0,4.0
R06406,0,4.0
R02768,0,5.0
R12432,0,7.0
R06901,0,7.0
R05954,0,5.0
R08334,0,7.0
R03087,0,4.0
R12301,0,4.0
R01794,1,4.0
R04961,0,4.0
R00646,0,7.0
R10383,0,7.0
R01795,0,4.0
R06449,0,7.0
R12334,0,7.0
R07728,0,7.0
R03562,0,4.0
R12462,1,4.0
R05502,0,4.0
R00914,0,5.0
R09355,0,7.0
R06935,0,4.0
R08449,0,5.0
R03162,1,0.0
R01357,0,2.0
R04216,1,5.0
R04799,0,7.0
R05574,0,0.0
R07941,0,7.0
R05102,1,4.0
R02422,0,0.0
R09257,0,5.0
R04170,1,3.0
R04950,0,5.0
R04795,0,7.0
R06994,0,7.0
R00465,1,4.0
R04845,0,4.0
R12172,1,4.0
R00056,0,0.0
R10998,1,5.0
R04824,0,4.0
R03751,0,0.0
R05087,0,3.0
R04513,0,0.0
R00742,1,2.0
R06381,0,7.0
R01327,1,5.0
R01718,0,0.0
R09207,0,3.0
R07624,0,5.0
R04878,0,7.0
R06685,0,7.0
R08445,0,7.0
R08397,0,7.0
R03740,0,7.0
R08087,0,4.0
R04162,0,0.0
R05408,0,4.0
R07983,0,7.0
R09041,0,7.0
R04777,0,5.0
R03102,1,4.0
R02497,0,4.0
R05437,0,4.0
R04072,1,5.0
R08385,1,4.0
R10270,0,3.0
R05642,0,1.0
R03161,0,5.0
R04507,0,2.0
R12477,0,0.0
R06894,0,4.0
R10611,0,5.0
R04911,0,0.0
R09739,1,6.0
R06839,0,4.0
R12423,0,5.0
R07116,1,5.0
R05366,0,0.0
R07042,0,4.0
R11932,0,3.0
R07058,0,4.0
R00248,1,4.0
R06025,0,5.0
R09302,0,5.0
R06775,0,7.0
R08319,0,7.0
R08749,0,5.0
R09855,0,7.0
R00610,0,4.0
R00900,1,4.0
R06476,0,5.0
R11389,0,7.0
R08030,0,7.0
R02634,0,5.0
R01314,0,0.0
R03734,0,4.0
R05351,0,4.0
R00258,0,5.0
R06959,0,7.0
R05290,0,4.0
R01104,1,0.0
R00115,1,4.0
R06482,0,7.0
R06918,0,4.0
R07559,0,4.0
R07393,0,0.0
R12442,0,4.0
R06005,0,5.0
R00094,1,4.0
R11107,0,4.0
R02706,0,0.0
R04184,1,0.0
R09457,0,4.0
R01220,1,4.0
R01883,0,5.0
R04732,0,3.0
R02613,0,4.0
R05436,0,4.0
R03539,0,4.0
R09354,0,7.0
R01961,1,5.0
R04846,0,4.0
R10997,1,4.0
R03899,0,4.0
R02452,0,5.0
R06271,0,7.0
R10714,0,7.0
R04336,0,7.0
R08134,0,4.0
R05115,0,0.0
R02165,0,4.0
R08191,0,0.0
R05998,0,0.0
R00004,1,0.0
R07700,0,4.0
R01054,1,0.0
R04916,0,4.0
R04017,0,5.0
R05896,0,7.0
R10949,1,2.0
R10127,0,4.0
R02356,0,4.0
R00256,1,4.0
R05121,0,7.0
R09456,0,4.0
R01132,1,5.0
R05867,0,7.0
R07922,0,7.0
R08995,0,7.0
R08280,1,5.0
R06802,0,5.0
R04616,0,7.0
R11022,0,7.0
R10693,0,2.0
R09243,0,4.0
R11262,0,0.0
R10795,0,4.0
R08296,0,7.0
R05803,1,5.0
R01959,0,0.0
R07004,1,5.0
R07896,0,4.0
R00961,1,0.0
R00367,0,5.0
R10059,0,4.0
R07673,0,1.0
R05955,0,5.0
R03311,0,7.0
R06590,1,5.0
R05381,0,3.0
R06627,0,7.0
R05495,0,4.0
R08752,0,5.0
R11302,0,7.0
R10443,0,0.0
R03662,1,2.0
R03078,0,7.0
R00668,1,5.0
R05439,0,4.0
R10688,0,0.0
R07039,0,1.0
R00849,1,4.0
R09737,0,5.0
R07950,0,4.0
R06950,0,7.0
R04892,0,4.0
R03545,0,4.0
R08257,0,4.0
R06527,1,5.0
R07614,0,5.0
R08625,0,4.0
R02026,0,7.0
R07578,0,7.0
R02383,0,4.0
R10874,0,5.0
R00336,0,0.0
R08505,0,4.0
R00589,0,1.0
R12645,0,4.0
R08512,1,5.0
R07603,1,4.0
R07140,1,4.0
R04819,0,4.0
R01599,0,4.0
R03274,0,5.0
R08646,0,4.0
R07868,0,7.0
R05412,0,4.0
R05044,0,7.0
R01021,0,5.0
R12170,1,4.0
R04328,1,4.0
R05231,1,4.0
R09099,1,5.0
R11946,1,4.0
R06317,0,7.0
R02085,0,3.0
R02110,1,5.0
R00703,1,4.0
R11216,1,5.0
R12091,0,7.0
R11763,1,4.0
R00726,1,3.0
R08243,0,0.0
R00431,1,3.0
R09168,0,0.0
R07716,0,7.0
R07282,1,5.0
R04447,0,7.0
R00558,0,4.0
R03347,0,5.0
R12800,1,
R07220,0,7.0
R08797,0,7.0
R12194,0,5.0
R02107,0,4.0
R10783,1,4.0
R02820,1,4.0
R05360,0,0.0
R04653,1,5.0
R11123,0,7.0
R12441,0,4.0
R07943,0,4.0
R07763,0,4.0
R12328,0,5.0
R03348,1,5.0
R08063,0,7.0
R01664,1,0.0
R06453,0,7.0
R11861,0,3.0
R11069,0,7.0
R06404,0,4.0
R08295,0,0.0
R05972,1,5.0
R05672,0,5.0
R11418,0,5.0
R06319,0,7.0
R04435,0,5.0
R06614,0,3.0
R03784,0,4.0
R03516,0,5.0
R10873,1,5.0
R09196,0,7.0
R08313,0,4.0
R04908,0,4.0
R06190,0,5.0
R06032,0,5.0
R08717,1,0.0
R08238,1,5.0
R07548,0,7.0
R09386,1,5.0
R05657,0,5.0
R09195,0,2.0
R02697,0,4.0
R05413,0,4.0
R06188,0,5.0
R07802,0,0.0
R08332,0,5.0
R10038,0,7.0
R04536,1,4.0
R07172,0,4.0
R07120,0,7.0
R08023,0,7.0
R12424,0,5.0
R08802,0,7.0
R04639,0,0.0
R05826,0,7.0
R08986,0,4.0
R02382,0,4.0
R09474,1,5.0
R03319,1,1.0
R11288,0,1.0
R08122,0,4.0
R04523,0,4.0
R02251,1,5.0
R05535,0,7.0
R05544,0,7.0
R01384,0,3.0
R04340,0,4.0
R07692,0,7.0
R10885,0,7.0
R08626,0,5.0
R05255,0,7.0
R03712,0,4.0
R03449,0,5.0
R09419,1,5.0
R06364,1,5.0
R04806,0,4.0
R04785,0,0.0
R03889,0,4.0
R11218,1,5.0
R10134,1,0.0
R02088,1,0.0
R08460,0,7.0
R03020,1,1.0
R11120,0,7.0
R06961,0,7.0
R11572,0,7.0
R04034,0,0.0
R09802,0,5.0
R09395,1,5.0
R09154,0,4.0
R08177,1,0.0
R03355,1,0.0
R07111,0,0.0
R11441,0,5.0
R03936,0,0.0
R04282,0,7.0
R12401,1,4.0
R11290,0,4.0
R09290,1,5.0
R06324,0,7.0
R05268,0,7.0
R00829,1,5.0
R07899,1,5.0
R08422,0,7.0
R00848,1,4.0
R12124,0,0.0
R02549,1,4.0
R05450,0,4.0
R01318,1,5.0
R06084,0,0.0
R07163,1,4.0
R00881,0,0.0
R00310,0,3.0
R07785,0,7.0
R04009,0,4.0
R05048,0,0.0
R09535,0,0.0
R01029,0,0.0
R01710,0,4.0
R06330,0,7.0
R06900,0,7.0
R03618,1,0.0
R09562,1,4.0
R07544,0,7.0
R07040,0,1.0
R05269,0,5.0
R01072,1,5.0
R04809,1,3.0
R08218,1,2.0
R04867,1,5.0
R07714,0,7.0
R02008,0,7.0
R04560,1,5.0
R11559,0,0.0
R00978,0,4.0
R08091,1,5.0
R06455,0,7.0
R07829,0,1.0
R08629,0,4.0
R05309,0,4.0
R06719,0,5.0
R08557,1,4.0
R06414,0,5.0
R06095,0,5.0
R02058,1,5.0
R02570,1,5.0
R05988,0,5.0
R02736,1,4.0
R03646,1,2.0
R01807,0,5.0
R00369,0,5.0
R11436,0,7.0
R01184,0,4.0
R06224,0,5.0
R08447,0,7.0
R00645,0,4.0
R08473,0,7.0
R06919,0,4.0
R12127,0,7.0
R01454,0,4.0
R12180,0,7.0
R02850,1,5.0
R01667,1,0.0
R11283,0,0.0
R09090,0,7.0
R03564,0,7.0
R04741,1,4.0
R04874,0,7.0
R07453,0,4.0
R04596,0,5.0
R10065,0,5.0
R01470,0,0.0
R11673,0,7.0
R08036,0,5.0
R07820,0,0.0
R00390,1,2.0
R00572,1,5.0
R04321,1,5.0
R11259,1,0.0
R00896,1,5.0
R07628,0,5.0
R10991,1,5.0
R10894,0,7.0
R08377,0,7.0
R05959,0,7.0
R02810,0,4.0
R00303,0,0.0
R02976,0,5.0
R00173,1,0.0
R08699,0,7.0
R09201,0,4.0
R00132,1,3.0
R00245,0,4.0
R09216,0,4.0
R11515,0,2.0
R09167,0,4.0
R05902,0,5.0
R04493,0,5.0
R06944,0,2.0
R05498,0,4.0
R05386,0,3.0
R02975,1,4.0
R03869,1,4.0
R11433,0,7.0
R02918,1,2.0
R00435,1,5.0
R10649,1,5.0
R05575,1,4.0
R06401,0,4.0
R11413,0,5.0
R09142,0,7.0
R03643,1,4.0
R12318,1,4.0
R09035,0,5.0
R05291,0,4.0
R04790,0,4.0
R10716,1,5.0
R11470,0,7.0
R00533,0,4.0
R10358,0,4.0
R05853,0,7.0
R04583,0,5.0
R03048,0,4.0
R07622,0,5.0
R00769,1,5.0
R01001,1,3.0
R08451,0,7.0
R06213,0,5.0
R07492,1,4.0
R04323,0,3.0
R03611,0,4.0
R10875,0,4.0
R04711,0,5.0
R06631,0,5.0
R01904,0,4.0
R06670,0,5.0
R12597,0,7.0
R02218,0,4.0
R05929,0,5.0
R08429,0,7.0
R05448,0,4.0
R06521,0,0.0
R02208,0,4.0
R05800,0,5.0
R10754,0,7.0
R04564,0,5.0
R01395,1,5.0
R02156,0,4.0
R03943,0,5.0
R04934,0,7.0
R07576,0,7.0
R03749,1,3.0
R08483,0,7.0
R01981,0,7.0
R12699,0,5.0
R06495,0,5.0
R08133,0,4.0
R08443,0,7.0
R08492,0,7.0
R01330,1,5.0
R05112,1,0.0
R00086,1,0.0
R05987,0,5.0
R02821,0,5.0
R03082,0,7.0
R11282,0,5.0
R02884,1,5.0
R11768,0,4.0
R11435,0,7.0
R12431,0,5.0
R02389,0,5.0
R03239,1,5.0
R07942,0,4.0
R08228,0,0.0
R07080,0,4.0
R09329,0,4.0
R05536,0,7.0
R00381,1,2.0
R00768,1,5.0
R10244,1,5.0
R11471,0,4.0
R09444,0,5.0
R08285,0,4.0
R00722,1,5.0
R05547,0,7.0
R02568,1,3.0
R09405,0,4.0
R06415,0,0.0
R07812,0,0.0
R01313,1,0.0
R04299,0,7.0
R09468,0,7.0
R03300,0,4.0
R08804,0,5.0
R09267,0,3.0
R12413,0,2.0
R04534,1,4.0
R08394,0,7.0
R00062,0,7.0
R07933,1,4.0
R09919,0,7.0
R06905,0,4.0
R01290,1,3.0
R11423,0,5.0
R12293,0,5.0
R06943,0,4.0
R02848,1,5.0
R01801,0,5.0
R06091,1,0.0
R07072,1,0.0
R08630,0,5.0
R00440,1,5.0
R01498,1,0.0
R07507,1,4.0
R00313,0,7.0
R00683,0,7.0
R06358,0,7.0
R12417,0,2.0
R07579,0,7.0
R09455,0,4.0
R11285,0,5.0
R03107,1,0.0
R07852,0,7.0
R08831,0,7.0
R11952,0,4.0
R01911,1,0.0
R01968,1,0.0
R01880,0,5.0
R00629,0,5.0
R08185,0,0.0
R05344,0,7.0
R06258,1,5.0
R05859,0,7.0
R08303,0,4.0
R06164,0,5.0
R05843,0,4.0
R02973,0,0.0
R02363,0,4.0
R00219,0,3.0
R07610,0,5.0
R12437,0,5.0
R06991,0,7.0
R00527,0,0.0
R03776,0,4.0
R11304,0,7.0
R06594,0,4.0
R08304,0,4.0
R07800,0,4.0
R03756,0,5.0
R05986,0,5.0
R08613,0,0.0
R00289,1,5.0
R00348,1,0.0
R00277,0,4.0
R04907,0,4.0
R03096,0,0.0
R01061,1,4.0
R00719,0,0.0
R06933,0,1.0
R08710,0,4.0
R06222,0,5.0
R03199,1,1.0
R06321,0,7.0
R04910,0,4.0
R07205,0,4.0
R10056,1,4.0
R01969,1,5.0
R01013,1,5.0
R08261,0,5.0
R12605,0,4.0
R09351,0,5.0
R11099,1,0.0
R10815,1,0.0
R07361,0,4.0
R08963,0,4.0
R00366,0,4.0
R08655,0,4.0
R05901,0,5.0
R02731,1,0.0
R08033,0,7.0
R02743,1,3.0
R04532,0,5.0
R07834,0,7.0
R11390,0,7.0
R12435,0,7.0
R01926,0,5.0
R01829,1,3.0
R03663,1,2.0
R06216,0,5.0
R02078,0,4.0
R06369,0,3.0
R07838,0,7.0
R09050,0,7.0
R06964,0,7.0
R11756,0,7.0
R08705,0,4.0
R07480,0,5.0
R09268,0,3.0
R08398,0,7.0
R02354,0,4.0
R05409,0,4.0
R08069,0,7.0
R08140,0,4.0
R09362,0,7.0
R11106,0,4.0
R02861,0,7.0
R00009,1,4.0
R04882,0,4.0
R10621,0,0.0
R09320,0,5.0
R05257,0,4.0
R02721,0,7.0
R00585,0,5.0
R05168,0,0.0
R03868,1,1.0
R11301,0,7.0
R05286,1,4.0
R08076,0,5.0
R09288,0,4.0
R06493,0,5.0
R04432,1,4.0
R06579,0,4.0
R08977,0,5.0
R04742,1,5.0
R09762,0,4.0
R00014,1,4.0
R08888,0,7.0
R04313,0,0.0
R07847,0,7.0
R07687,0,4.0
R02235,1,4.0
R01532,0,0.0
R00941,1,4.0
R03361,1,5.0
R07090,0,4.0
R00158,1,5.0
R04559,1,3.0
R12549,0,5.0
R06851,0,4.0
R00454,0,5.0
R01271,1,5.0
R11105,0,7.0
R08077,0,7.0
R03326,0,4.0
R00122,0,0.0
R09366,1,3.0
R00019,0,4.0
R07330,0,5.0
R07756,0,7.0
R03089,0,4.0
R05385,0,3.0
R08275,0,4.0
R02124,1,4.0
R06798,0,7.0
R10661,0,7.0
R00275,0,4.0
R11112,0,7.0
R08263,0,5.0
R07066,0,4.0
R06163,0,5.0
R04535,1,5.0
R05330,0,5.0
R07115,0,7.0
R02264,0,4.0
R01404,0,4.0
R02617,0,5.0
R12400,1,4.0
R08360,0,4.0
R01280,1,2.0
R07580,0,7.0
R11568,0,7.0
R05731,1,4.0
R06368,0,2.0
R03913,1,4.0
R12406,1,4.0
R08345,0,4.0
R02368,0,0.0
R01122,0,5.0
R08771,0,5.0
R01501,0,0.0
R10761,0,3.0
R02405,1,2.0
R05486,0,7.0
R02550,0,4.0
R02829,0,4.0
R12419,0,2.0
R08361,0,7.0
R08934,0,1.0
R06922,0,1.0
R08344,0,4.0
R06027,0,5.0
R07100,1,5.0
R11068,0,7.0
R01786,1,5.0
R10879,0,4.0
R12600,0,7.0
R01724,0,2.0
R04829,0,4.0
R06067,0,5.0
R03225,0,4.0
R08957,1,4.0
R03506,0,7.0
R03147,0,4.0
R04444,0,4.0
R02964,1,4.0
R02684,1,4.0
R11665,0,5.0
R12559,0,0.0
R08833,0,7.0
R07359,1,4.0
R00169,0,7.0
R10895,0,7.0
R11414,0,7.0
R03760,0,5.0
R04132,0,3.0
R05193,0,7.0
R12203,0,0.0
R07794,0,4.0
R02366,1,5.0
R07662,0,0.0
R07349,0,4.0
R09506,0,4.0
R01343,1,5.0
R03553,0,5.0
R08843,0,7.0
R08273,0,0.0
R01899,1,4.0
R11504,0,4.0
R02207,0,4.0
R07665,0,4.0
R05564,0,4.0
R04979,1,4.0
R04488,0,0.0
R01818,1,1.0
R03383,0,2.0
R05860,0,7.0
R06503,0,7.0
R06395,0,7.0
R01004,1,0.0
R04591,1,2.0
R08299,0,7.0
R11113,0,7.0
R08040,0,7.0
R00830,0,5.0
R04019,1,0.0
R00538,1,4.0
R06443,0,7.0
R09145,0,7.0
R12795,0,
R11467,0,7.0
R08887,0,7.0
R06914,0,4.0
R04314,0,5.0
R08464,0,7.0
R06696,0,7.0
R04373,0,0.0
R07924,0,5.0
R01706,1,5.0
R12408,0,4.0
R04808,0,7.0
R04780,0,0.0
R01400,0,7.0
R03424,1,5.0
R11175,0,4.0
R00570,1,5.0
R09072,0,7.0
R09203,0,7.0
R02084,0,5.0
R09174,0,4.0
R05307,0,4.0
R00594,0,5.0
R08604,0,4.0
R08667,0,3.0
R08378,0,7.0
R11428,0,4.0
R02532,0,4.0
R05493,0,4.0
R05078,0,3.0
R06718,0,7.0
R10890,0,7.0
R06893,1,0.0
R11133,0,7.0
R10953,0,5.0
R11550,0,7.0
R09314,0,4.0
R10764,0,1.0
R08226,0,4.0
R07483,1,4.0
R09804,0,5.0
R11997,0,5.0
R12594,0,5.0
R02126,0,7.0
R07623,0,5.0
R01335,0,0.0
R03329,0,4.0
R05088,0,7.0
R08813,0,5.0
R01388,1,4.0
R10740,0,4.0
R06131,0,3.0
R03849,0,4.0
R02343,0,7.0
R09406,0,4.0
R10356,0,4.0
R01497,0,5.0
R07948,0,7.0
R05398,0,4.0
R05281,0,4.0
R04172,0,3.0
R07466,0,7.0
R00392,1,4.0
R06642,0,4.0
R01282,0,7.0
R01876,0,5.0
R04783,1,0.0
R07043,0,4.0
R09451,0,4.0
R07032,0,0.0
R01326,1,5.0
R04399,0,3.0
R07472,0,7.0
R08501,0,7.0
R08059,0,4.0
R03330,1,0.0
R07552,0,7.0
R08728,0,4.0
R06833,0,4.0
R09049,0,7.0
R00635,0,4.0
R05971,0,5.0
R00659,1,5.0
R05829,0,4.0
R02668,0,0.0
R02393,1,4.0
R08225,0,4.0
R04362,0,0.0
R06099,1,0.0
R05842,0,0.0
R11196,0,7.0
R05755,0,5.0
R05417,0,4.0
R02239,0,0.0
R02301,0,2.0
R07407,0,4.0
R01186,1,0.0
R12630,0,4.0
R08103,0,4.0
R00135,1,0.0
R02351,0,4.0
R06722,0,0.0
R03655,1,2.0
R00253,0,2.0
R00172,0,7.0
R01492,1,5.0
R07826,0,4.0
R02097,0,5.0
R06260,1,5.0
R03816,1,4.0
R07909,0,5.0
R05795,1,5.0
R01663,1,0.0
R02571,1,5.0
R12104,0,7.0
R04566,1,4.0
R03783,0,4.0
R11995,0,5.0
R09452,0,4.0
R08811,0,7.0
R07372,0,4.0
R09761,0,4.0
R02695,0,4.0
R05932,0,5.0
R01896,1,4.0
R02197,0,4.0
R04718,0,7.0
R07123,0,7.0
R11104,0,0.0
R07025,1,5.0
R04137,1,3.0
R04925,0,7.0
R04636,0,5.0
R08188,0,0.0
R05260,0,7.0
R02822,0,0.0
R05473,0,7.0
R06167,0,5.0
R07696,0,7.0
R07766,0,5.0
R05961,1,0.0
R03332,1,0.0
R10639,0,7.0
R03222,0,4.0
R05903,0,5.0
R12481,0,4.0
R08093,1,3.0
R06765,0,7.0
R12102,0,7.0
R11276,0,4.0
R04650,0,0.0
R07813,0,0.0
R11762,1,4.0
R08392,0,4.0
R06334,0,7.0
R07401,0,7.0
R12254,0,7.0
R11041,0,5.0
R03088,0,4.0
R06997,0,7.0
R07940,0,5.0
R09460,0,4.0
R04904,0,4.0
R11682,0,0.0
R00298,0,4.0
R07616,0,5.0
R01457,1,4.0
R00432,1,2.0
R05476,0,7.0
R09153,0,7.0
R06504,0,7.0
R05080,0,7.0
R01106,0,4.0
R03128,0,7.0
R07688,0,4.0
R06865,0,4.0
R06897,0,3.0
R11033,0,7.0
R05979,1,0.0
R12586,0,7.0
R02199,1,5.0
R06276,0,5.0
R09238,0,0.0
R07094,1,5.0
R00261,0,3.0
R01452,0,4.0
R03940,0,5.0
R09266,0,3.0
R05234,1,4.0
R02678,1,4.0
R03157,0,2.0
R09344,0,7.0
R02317,1,4.0
R09371,0,5.0
R04953,1,4.0
R09269,0,5.0
R07325,0,2.0
R03105,1,5.0
R04738,1,3.0
R07269,0,5.0
R07377,0,7.0
R12461,1,4.0
R08264,0,4.0
R02558,0,0.0
R08368,1,5.0
R03851,0,4.0
R05377,0,3.0
R04885,0,3.0
R08621,0,4.0
R08213,0,7.0
R02268,0,1.0
R09309,0,4.0
R11001,0,4.0
R00650,0,5.0
R08259,0,5.0
R03552,1,5.0
R06904,0,5.0
R07808,0,0.0
R05655,0,4.0
R01858,1,5.0
R02038,1,5.0
R07859,1,0.0
R03754,1,5.0
R08341,0,4.0
R04949,0,0.0
R06593,0,7.0
R08306,1,4.0
R06232,0,5.0
R07030,0,7.0
R00264,1,4.0
R02536,0,4.0
R12053,0,4.0
R12564,0,0.0
R07699,0,4.0
R09188,0,7.0
R02597,0,0.0
R11329,0,3.0
R10994,0,2.0
R01964,1,5.0
R04938,0,0.0
R11475,0,5.0
R08800,0,7.0
R09469,0,7.0
R08044,0,4.0
R01967,0,5.0
R10804,0,5.0
R04375,0,4.0
R05983,0,5.0
R01139,1,5.0
R08522,0,4.0
R02091,0,5.0
R09094,0,7.0
R07977,0,4.0
R01011,1,5.0
R08455,0,5.0
R07542,0,7.0
R01495,0,5.0
R02243,0,3.0
R09281,0,4.0
R12412,0,7.0
R04853,0,4.0
R00359,0,4.0
R10909,1,5.0
R12570,1,4.0
R05933,0,5.0
R01402,0,5.0
R01007,0,5.0
R03346,1,0.0
R09377,0,7.0
R04175,0,7.0
R04584,0,5.0
R00602,1,4.0
R11751,0,4.0
R04928,1,5.0
R06367,0,2.0
R08495,0,7.0
R03828,1,5.0
R03544,0,4.0
R08266,0,4.0
R12482,1,5.0
R05492,0,4.0
R03284,0,3.0
R00152,0,0.0
R02125,0,4.0
R03661,1,2.0
R08105,0,4.0
R04762,0,5.0
R06665,0,7.0
R12297,0,5.0
R03429,1,5.0
R11323,0,0.0
R09416,0,4.0
R02095,0,0.0
R07068,0,4.0
R08302,0,7.0
R08399,0,7.0
R00162,1,5.0
R04883,0,4.0
R08364,1,4.0
R11320,0,5.0
R00191,1,0.0
R06928,0,4.0
R09161,0,4.0
R07075,0,4.0
R05937,0,5.0
R04206,1,3.0
R11129,0,7.0
R06230,0,5.0
R05705,0,4.0
R08245,1,5.0
R05912,0,5.0
R05949,0,5.0
R08706,0,1.0
R08342,0,4.0
R08234,0,7.0
R08330,0,7.0
R11577,0,7.0
R05919,0,5.0
R01334,0,0.0
R03026,1,3.0
R08065,0,7.0
R06068,0,5.0
R04033,0,5.0
R06153,0,5.0
R00330,1,5.0
R10596,0,5.0
R06257,0,7.0
R02530,1,3.0
R08496,0,7.0
R06878,0,4.0
R01083,1,3.0
R05668,0,4.0
R02919,0,4.0
R06838,0,0.0
R09726,1,5.0
R07395,0,0.0
R09143,0,7.0
R08432,0,5.0
R11248,0,7.0
R09875,0,0.0
R06587,0,7.0
R01232,0,0.0
R06498,0,5.0
R05969,0,5.0
R04543,1,4.0
